rk,is_new_month,is_new_week,is_new_year,cont_nr,ref_date,twrr_net_dly,twrr_net_wtd,twrr_net_mtd,twrr_net_ytd
-1123827886,-1853296884,-1367481003,2103185353,"Order wife source growth score explain. Parent address success view weight easy today.
Commercial ne",Small se,4.746822513276187,315.71375179016417,262.90451772189266,315.6756829616703
-1519780224,-1259069915,1255599737,-1344468267,"Worry bring owner result responsibility. Prevent degree affect nice reality those.
Evidence intervie",Attack j,254.90715003852057,403.6698991483727,27.638900072044937,466.9376711212695
1228376547,-1493402185,1107986143,-498429223,Individual truth identify way best. Technology power partner economic specific after.,Six pric,6.384667368783475,368.75175520112293,241.4720543556975,184.02428691865833
-17261859,772745252,1224085838,136386801,He drop deep traditional young kitchen decision. Commercial assume describe major of half. Attorney ,Physical,4.090825483438711,525.3232741954886,0.9472663957520111,14.608596289474303
342717192,1599958474,1345268290,793659238,Toward it indicate area similar station check. Whatever artist positive woman opportunity minute soo,Use matt,32.86101150483431,237.91164842623917,320.83702519726705,500.4322568035184
-937720418,1378668203,-466121890,2077610252,"Control several happy represent let pressure. Use door minute stand quite.
Partner citizen by should",Order ot,152.47863889513886,157.424335174957,317.86918708678246,254.95288144993813
-1981214108,-1741766333,300208320,846356555,"Wife half which less weight eat suffer. Nice remember whether scientist.
Myself point defense heart ",Live mon,115.21429378618681,262.1131481044443,481.603212857504,414.28518545917717
-1644216117,-672731971,-1556098767,-1254604893,Section evidence right clearly minute family house. Occur point involve mother case hit modern. Mili,Hotel ca,470.47994093229306,126.40003557803735,475.7432585597296,261.7494959475612
-1494869177,1498454462,1913770866,1231509203,"Environment also street avoid. Traditional end power.
Bank let break debate. Subject measure until a",Througho,97.2485018811739,230.2003702191637,337.5899649707206,334.14306571191486
2079311091,-1617719629,1153497795,-913142564,Mission hotel hear body. Speak base own step.,Spring c,49.59480358277992,7.660064843732655,203.94746392533003,143.9629094570494
-256294853,229069427,898479974,62415615,Six stuff hold national. Accept operation herself air read pay. Skin defense computer admit througho,Detail t,512.0245207780514,249.48727050194634,309.87102734930903,511.79763304220495
1739136626,999126490,991733918,12091534,"Forget feeling consumer child participant approach. Great individual sister.
Tax body before us retu",Professi,99.86142268765661,410.21528422634276,343.11427967085643,434.2389271699997
-1554431188,-1851975986,178098027,1770371801,"Yes person evidence project item pretty. Worry foreign very must.
Task whose specific improve crime.",Piece ra,315.661647423971,381.62784991164744,45.78170755361537,372.02497753328635
-568185491,-129173676,-1351922194,1361907439,"Sell spend dark project represent body yet. Book expect live project raise.
Item change internationa",Who desc,485.1079098264078,230.78880890015628,293.20455105362646,530.90849372255
728639315,-1165699871,143821758,-525186994,"Center hold easy nature. Week six want Democrat.
Personal until after should popular among enter. Op",Third in,238.29938277248561,195.19386197232777,219.19348295912587,422.37654735168786
346215185,-1991290206,1033624155,1847862373,Cause wait policy boy method person. The show music less. Media growth herself.,Public w,322.5586098224338,460.9934611368104,371.87744951065207,233.2336893070707
1815509057,364742512,-330096452,314908671,Security better others entire at fish general store. Small speak center worry firm civil PM model. S,Characte,209.54848511779215,394.98296587777713,327.69764386341376,103.61298739943746
263880476,1061681310,-186574746,-1425542989,Prevent ready whether near. Mr without show stuff even result. Be lead high determine no thought.,Voice st,172.42620291690693,508.8730460672941,427.3996496808165,258.49364232807613
459923684,-1348206520,738009592,-565780638,"Treat majority economic remember. Hour within none goal.
Radio amount like network region company pu",Focus cu,399.391491610395,519.1271634960829,448.78365601220963,397.28395388854955
-2133623051,317858879,-257512517,102408448,"Significant year them drug drive result. Participant minute weight into.
Life thus never themselves ",Be eye e,261.06700756386147,399.7610366441395,486.1488439059729,511.75171996980055
-1473317565,435616062,1934706103,-1168830136,Police evening sea social traditional. Candidate plan let. See garden decade how mind contain direct,Police t,460.5545504358658,406.3966326576322,164.22976497788048,243.43125339263753
1075046167,-261264801,1781149972,464971676,Dream loss hot century sport. Fear five raise window represent staff. Station military voice house w,Know gar,291.62443814173326,230.35718460631313,39.574096165971255,48.544568077880854
802474280,41262106,1861137033,238760875,Both ready sell body price answer. Worry something assume entire require then. Near who TV exactly w,Small be,31.875165150640854,193.56953875906086,476.88740150214517,418.63397170184476
1640023000,459212070,1144165295,-693641047,Two response college keep. Avoid purpose population it through heart suddenly. Medical can southern ,Reflect ,124.29964043438501,508.77123611552196,178.32501455282957,175.4546776735302
-547087932,1623124358,-217905893,1239600992,Minute meet mind indeed prepare matter shake Democrat. Crime phone opportunity evidence catch author,Have alo,410.37284259638136,95.0604843612707,202.14983496124583,537.1824563697812
406919774,1267312512,-1106894466,1410333480,Kitchen expert enough result sound enough with she. Political through oil. Dinner Mrs health yet tow,Large re,7.579281530571045,518.7257308366785,483.3254895837203,476.17383645101427
545659068,94808739,1438209168,1017074073,"Character Democrat child quickly focus fly. Create outside alone. Agree until health sign bad.
A opp",Beyond s,233.4186362285895,479.077818628236,409.6780860451349,311.9612866087418
-520028458,-1350731652,37760137,2122599167,"Policy black occur my. Card work summer discussion take real.
Yet firm include believe. Music pressu",Beat spe,324.38908083452003,20.71183518757885,30.93708736990533,428.7841631396914
-817250007,1839231951,1308868264,-963461771,"Peace above stage very join yes.
Worry west outside board rise. After bring enough.
Realize rock oth",Animal a,225.5742658051797,28.47378756964749,177.69038449415075,233.70277393234693
-1756580867,-613098995,-129500491,-671298274,"Perform young hold notice card. Bad work century create.
Movie tell half cut. Market staff along pop",Early ev,165.27463611546412,504.13988922665874,424.43343696893436,504.5863721420243
586895403,-2083580060,-1617353687,-1827191148,Indicate that seek because why food throw. Blue yourself system cup. Create top against investment c,Center c,109.6747889472525,62.2307118717678,342.64848936748166,440.67689113008964
-1816171958,35471845,-1367584893,18311957,Particularly note management black hit dream. Avoid under chance relationship administration. Indivi,Hand act,192.95136477195953,119.27550714422121,5.049035157485247,407.89750183461956
-1279794326,-1150742020,279792406,-508638520,Require list just job involve. Scientist including room item manager. Likely discussion economy wish,Admit re,116.10157147257885,196.7923738727444,27.39290640276758,78.07567924120781
-1726069511,-2093528037,-1511765725,-562781459,"Style thank box despite. Require apply better bill now.
Perhaps bit no sense drive. President succes",Source s,260.266486457436,515.5023749700273,43.112221158265505,96.68616870198541
-1027938675,2100187732,-1178912044,607393866,"Day section level full. Position building throughout firm. Will choose there east difference.
Me wel",Subject ,295.0372259800166,209.91062406648246,544.8019233791684,280.59041622128234
1943245280,1085026265,1875402705,-1616619144,"Enter stock remain itself other film. Cut wear foot field force.
Four smile girl live.",Already ,51.1964187069516,30.618171973234695,63.66303764709532,3.2118552126651476
-1246307779,-154411986,-742310143,-1788323634,Main bank several film social might fear. Environmental painting three support.,Attorney,492.66049865009074,201.38161044104913,394.07723290250146,513.3653245242491
-345015481,-1520192371,-487701023,972987126,"Morning event suffer family benefit new. Remember interesting management somebody.
Model family may ",Doctor s,244.9638554161623,179.7126135596086,552.0080705778236,239.16219249795688
-236250795,-165466484,-1096121570,655602508,"Enter degree meet. Mrs energy oil pull. Especially grow keep nor.
By value later parent language. Co",Feeling ,84.85526025850655,149.9431634589482,554.7446499427716,266.3843291749384
-538079043,-1007759610,-1259653122,-862822678,"Better space prove various party clear. Result stock history point character international.
World re",Day give,51.5449804500587,504.413870126689,475.18642679998976,247.86268911321503
1948745383,-2112413,-1394223302,-534831807,"Him final various our decision amount program trip. Health order very husband nature.
Hear weight ho",Back big,513.219917711732,403.2375568701745,560.4422653523944,184.11192062061133
810411278,1685259025,-2086790389,2000347890,"Democrat energy receive. Similar himself until professional.
Speak yeah off rather decide visit able",American,459.9421467959575,46.91713505188517,181.34506077036173,363.00905766420397
-687410483,882133065,-1258889827,-740063175,"Be part more. Drive can we look. Ever relationship bag artist especially blue actually.
Behind centr",Fund bet,67.53456763854659,377.08193344075517,399.1981392411017,418.0280189332912
-1441602368,1898383366,-1079661348,979964320,Trade suggest under indeed natural news think present. Necessary third team. A themselves teacher wh,Old desi,243.2148909817869,176.70788885254512,536.8418811257736,113.57208120796096
1753301274,-260295104,-339651204,-1735148,"Road arrive discover reflect plant network. Mouth something hot like inside design moment.
Skill cit",Effort a,231.0268416946042,331.96274816241043,433.89161240058996,69.12446361414929
-1772450367,706158731,-669967378,-487201419,"Health least black team process. Better analysis voice table fear.
Around course box bed. Member tim",Own law ,68.25306912154082,292.1033199455088,43.13447486944717,360.9305862690016
1248881503,-372355758,-1544067397,-900214589,Necessary defense hope early hair while system continue. Less respond somebody. Personal down less t,Blood si,277.3864825043377,468.9058812429501,100.98086433387466,493.3358780256983
-431991473,-2083883907,-2107929081,-1380131561,Need social possible wrong personal meeting institution to. Chair look her score media get over rath,Certainl,339.5148108714295,313.37710517219216,392.5224069516932,551.4253267991236
-67026574,1253459572,-1368720011,-400784621,"Join through list firm production. Drop represent through chair race. Same PM magazine vote.
Nature ",Must att,243.24042847809616,331.6007444830277,521.2398245048512,466.3955536652026
990252558,-312773529,-356746307,-1727852593,Own stage feel walk movie. Billion home claim become move situation. Relationship industry itself im,Really o,41.315893764098895,163.05112302539465,134.24709452213162,450.33255994419847
-546788207,-1146760700,-530629466,323942973,Coach expert compare wrong collection after shake energy. Next once politics manager task site. Mont,Garden e,471.46582754108465,559.8382910647463,435.2326159424445,124.92922478781108
-355893056,-1488547832,1818065909,1416758408,"Agency born where population.
Among have these new camera probably build. Total war number market on",Become t,42.63907062148906,110.89431722624495,498.2824353422137,531.7470115838134
367087248,210764694,-942077504,1636129019,"Far former miss most. Bring sound main.
Down company suddenly painting southern home field front. Ad",Our thre,284.89745582343255,28.364159871123494,407.78032392622464,517.3206842871804
549432446,1024404158,576146535,1443297430,Significant also there easy prove prepare. Role account wish manager cell question official finish. ,Green pr,158.56329705075916,83.64271304966266,525.8023981840296,473.74625629198596
1503563936,-1905953658,-1679675283,400017699,"Thought floor relationship head exist test. Seem hit shake. Relate some remember girl fight.
Officia",Police h,224.66649279720497,320.70817076356866,21.432459609908957,403.19754708641113
1128160031,-217763121,561668187,460501048,"Partner majority season person system.
Know author not. Sign around price high mean.",Apply au,285.61414257614763,506.73740828309013,401.01658691248133,424.84181922335205
-1146207982,-1688765920,-542773700,901177963,"Fall too full.
Expect important project church financial they report seat. Fall power instead heavy ",Attorney,360.96836321392243,406.6443111996927,286.8673549610006,188.83378519654283
1941956936,1566152729,-1272387322,-1655602552,Capital community story send. Involve deal skin herself wish rather. Nearly their purpose bill facto,Pass guy,458.5065257548499,62.72502091839909,91.40025665750282,304.24901871505926
1443819258,1031101750,439182513,-1350264842,"Like simply trip away. Open itself western.
Power mouth focus know company able. Pm including partic",Importan,33.38389924400865,231.5138015982781,436.63382973146884,568.5092163773677
345680021,1044120784,-1617486952,997578428,Speech whom just save speak debate spend. Face quality cell lawyer. Pressure others floor third resu,Particip,244.23999963806025,422.3929225265176,38.52912748613666,96.53097596040459
-1682296327,1624099292,-1270328905,1504191796,Really which recently. Population high suddenly first why. Truth call everything. Our reveal yes roa,Half fas,471.1895189381601,308.54136005297283,75.55790141509168,63.7435129207801
-5701532,-247335276,-1464760835,249155866,Home together reveal add environmental learn type. Hour rate hotel answer sort admit religious. Desc,East adm,198.10777889527435,12.533979997392441,449.2087077773607,283.9480783271946
-476408900,1560745035,1495818239,-1558422696,Spring behind better simply theory yes dinner. Three billion officer mission magazine data mission.,Research,541.2137467728824,282.30249725060673,529.6643889010425,538.5684742783942
-338547365,-844362316,723667019,1324530229,Perhaps commercial everybody rather actually instead whole. Buy stay left money movie father cause. ,Natural ,368.3187151722224,404.97109830397017,392.59122154957015,544.7444070773157
1582747122,856982521,444365094,-1345374478,Citizen fish particular attack much. Among food produce politics about discuss. Involve political ma,Concern ,290.0242573739774,522.948652893024,504.80777290442757,149.46925177491653
1216943282,747185134,1597892587,2104927370,"School west accept nation. Visit energy yard dream soldier society.
Center head that hotel avoid pos",Everyone,498.27985571507145,437.65798638522466,199.86749276013256,541.1271803723826
1303959679,-1132761518,-1483061665,-519316867,Glass unit number short eight member rate ever. Suggest doctor group nice. Arm community skin give a,Approach,246.92239530897263,384.7496435919953,171.41712493392333,138.66013827792113
-744059242,-1733492496,-115194523,-847830241,Hold light read doctor message art. Those describe seat area article tax as.,Candidat,531.2719569013026,538.2084780690515,432.8530091437138,337.5311365642385
-1630776901,-1312204757,1634035620,169996961,"Leg develop true program product officer. Even raise upon girl.
Economic glass western another model",Parent g,123.92672452377748,35.10560496985556,376.68351859450854,85.57533758415603
-1571271763,-1615345872,959712838,1462405059,"Kind method their member decision media. Someone measure letter every never PM per skill.
Statement ",Treat ou,481.54039246272754,584.8410630444653,308.1743520061125,330.8000614824196
-470981782,-866196165,1963313130,-1397114384,"Ground rather receive rate another although. Maintain under social apply brother story.
Cover whole ",Attorney,326.7525197696103,171.9723540903478,125.92854796764169,321.53644138944816
1460294863,761966804,-1505637841,-1478132847,Wind doctor right trouble. Her over prevent worry mention much finish. Theory physical high.,Pm kitch,405.6085133396354,432.4516957024589,234.74321265668667,364.77566083396607
-781467838,-1686318075,-70581290,1457246431,"Not month computer many tell half see. Power scene spend hand response.
Grow town suddenly member ba",Collecti,241.14428638346644,30.24134246862545,61.93735071213595,575.0569818778873
-1163594200,-2022579767,1226010165,-1144706117,"Common act money four summer. Model drop important store up. Into set party.
It write international ",Material,194.62427919787632,249.91272885209708,136.05223544128856,489.0264020464046
1233851330,-49044383,2059514288,956314828,"Worker local hand leg painting table born. Church TV get hit affect decision.
Answer or thousand pla",Level so,198.58155388332133,156.39676624049636,541.6951546503767,213.4320580901187
1605980069,-512114594,433981122,-1126394345,"Suddenly southern truth agree so. Sometimes protect and tree four place.
Near rate term nature.",Today so,265.66778007313195,349.7050942556064,265.10089253012944,519.0728807855638
-1591800587,713641667,-309456193,2117006709,Real ahead phone arrive doctor guy. Live program able still staff admit. Argue south work join. Enjo,Rather p,459.1426024322274,324.53482487516493,184.8721164567034,458.14449448905276
1376603516,-1342101639,1516758765,-810227951,Upon wait product exactly wonder. Difficult cause store else region pass reflect. All team particula,Politics,206.7541629269286,523.9477662648534,326.5311069009925,190.39149589906143
234298176,-1604546056,480570479,333756021,"Work imagine seat describe. Money lose technology.
Thought responsibility seat which believe questio",Hair spe,94.23749375140966,523.4707239347451,204.83034926404704,557.9588305581734
1235253792,1345612935,1578964983,-738835706,"Hospital six just very. Send call gas investment Mr race.
Quality send help eight score place. Allow",Somebody,187.37217949777687,455.0869714480737,536.0408501685654,144.09015408432427
-1766973981,270078112,1789236679,255389373,"Commercial right benefit fill guy audience bad choose. Space nor his color fire executive put.
As yo",Reason a,159.4623688016787,52.900245530113565,131.80956558408332,490.72466621315516
-1283189770,43148837,-1737439803,-350986307,They level thing. Teacher always my create subject PM season. Picture article cell defense give movi,Whatever,478.8843907604101,121.72038745353562,202.0830126768541,462.0676327095548
-318736242,404846451,1860319832,185593622,Join go there skin whether cold pattern. Then stop sell already poor third. Professor particularly r,Week rec,546.0174296543909,123.95289504943189,104.8765167354084,105.57939516237138
-845977893,259653635,1909201994,646192442,Water matter determine. Small word laugh Mrs leg impact nothing become. Hear Mr likely because peopl,Capital ,402.143963736828,374.75189410047153,391.11020919526067,247.43060260640993
-1657028701,722208497,-557786935,-529278787,Old general also behavior pattern easy. Large choose glass effort. Fact around important standard pe,His use ,220.34457208158017,83.62517994271938,254.92044291893043,584.8553232652278
-878870917,-921965199,-1379980056,-1670727966,Specific fund success he. Read property majority easy way this difficult look.,Decision,596.0651345162365,178.6506218310738,185.15110739378312,485.86032474764374
-546422722,1940709078,-1830593396,-742635274,Girl anyone measure leave. Again trial sure reveal. Meet industry item strong. Book sure education s,Determin,150.73015316277093,470.11469251449523,215.30314240606802,144.34620566132682
938598133,695724252,835388963,-1550689741,Discuss fact executive you through. Stand begin business country camera executive. Call feeling stan,Six prod,448.10155184393733,60.38424456799662,482.65214461496987,553.5339200923303
1314017566,1996760416,978200472,-1116931849,Spend newspaper style quickly house your whether. Mother major service indeed. Need policy consumer ,Easy fir,200.6603289802278,151.22317745024932,367.67955432795856,37.36141934050816
138332384,-1738249919,-1259863329,-693157919,"Soldier somebody administration pressure reduce side company. Course before detail left support.
Cas",Live sty,187.70065054906087,314.21983414417537,202.52446431664646,286.622921005497
-497971680,616933746,-894616772,405328460,"Will protect attention side officer treat. Prevent hand contain worker.
What rock that see. Data voi",Pull env,264.5384859487633,501.5806395445042,381.69336762341044,167.3028571148766
1810693911,-1553130971,666294742,-1520673939,"Off bring far activity. Participant or experience final fire main.
Walk clear surface tend eat anima",Sometime,398.4683235289874,129.6872620322468,182.577237063184,434.04629199159876
968008845,1741017907,668087506,2006216046,"Treat control increase behind.
Fast name information gun first entire quickly. Morning use internati",Yes mess,174.56673499465444,409.49301943538615,432.377049546038,545.0890009386152
-770680055,-1489618439,-46353629,382685140,"North pay itself would. Really yes kind official professional.
Majority the similar pressure several",Practice,324.99780541985524,603.3585107156795,275.0179248606388,451.1763361886096
-613512902,1238753508,-162548322,1373424312,"Plan five join notice tough upon nation run.
Like head discuss. Accept they staff score friend large",Left pro,48.99821184577769,479.8196806786457,546.2277757111066,46.643760070848565
738846579,-1393783141,1363204475,-2098286887,"Call by number dinner. Until show think national ground argue.
Many year individual suffer page tria",War risk,465.3882177651353,254.6798764501211,80.74117145914569,548.8235815477047
172281367,-507730997,-1136168657,-562741539,"Manage similar fill. Early night dream alone water.
Which full together low fish image. Side example",Region p,270.6802562939231,416.06511565034486,70.65529683277387,465.5718483399576
318717078,90089378,-1920444991,851523713,"Beat success before ago live.
Wrong have technology job coach sometimes. Partner commercial indeed c",Project ,172.420502670331,619.0153758928866,233.61976323329336,613.031163592686
775007971,1019328633,-794057421,1938234375,"Catch science walk fish stage discuss. Add eye choice everybody.
Career what who south exist let. La",Western ,326.26489168954686,451.23232108896383,59.058233351216195,414.6028116281282
1333765117,-1381621422,-1273998624,210170008,Appear just until enter Mr save. Mission continue include relationship teach than. Leg run deep acce,Of assum,415.3515169158355,140.92744283592873,485.228472843985,593.8549242258024
-579701854,1743420546,1877799964,129307901,"Entire drive still material hair music.
Degree mind nearly.
Pass vote level experience. Scientist co",Budget w,510.4496497915556,431.78635413930675,311.3343535115906,163.59331015235773
-1604136545,-566028692,745834830,1407286802,"Whole art attention possible age wind look hour. Scientist poor face hundred low figure back.
Benefi",Life dis,295.7367428073419,326.69661544305274,614.6483354316097,430.9279368605615
-1107175260,1874400966,1005215475,888250100,Send you later onto environmental north forward perform. Soldier talk learn eye. Answer traditional ,Should l,104.59531240629809,469.62578084214414,472.48129155178555,328.78355399789075
-1532070320,1943665782,-1526835023,2007868863,"Simply source central person century arrive fast. Blue computer century.
Need family major clear stu",Lot atta,49.72948391666407,41.62775695294676,427.9658841579805,590.055600913066
-633485092,740539014,-1826633080,-744449696,Hit start fire evening particularly. Approach stay really miss fine grow. Within while but their abl,Own effe,410.75436199260304,35.118948769397164,315.1815231324114,261.62687281392516
1128615701,1648643635,2097554176,1248885688,"Professor hard must though. Authority happy list behind. Design foot might film federal.
Whole tradi",Stuff re,187.50500330145604,123.97918653889977,385.7356482650573,40.7135753821762
-1110226342,1346764169,2073397742,453793665,"Take sit suffer talk successful. Anything season knowledge sell black. Government every most major.
",Interest,431.5997430453909,51.727113158090376,39.43476823714815,431.80041158939946
-536810454,1196456405,1662689098,285451280,Service spend meeting dark new listen official. Fact fight drive bar particularly read. Event hundre,Sure pla,99.59421220490208,11.543794784462664,483.98861726539855,350.71985941930865
-436026868,-1735626324,-2080069672,-1688508400,"Throw life least. Man perhaps seat current film power space size.
Trade loss safe admit form. Man pu",Catch cu,274.52196042111024,163.27889931775962,506.66599035276994,101.08659814475439
2028002612,-1245067530,2077557387,-277545472,"Class there address impact forward painting send. Especially anyone theory charge.
Impact catch cour",Future a,395.20837861456204,479.4763760433517,546.0814042654072,91.77492296714445
1854444409,1988257128,-1896626889,1539867795,"Forward these buy season true.
Easy red son standard. Ever Mr look view since area wear. Foot at hot",Wait whi,153.32649494058438,165.37139967386986,253.2033073832788,238.4922126688689
-46022607,8062421,1177932824,-1125147660,"Court easy between half.
Around letter common ten outside. However song style model why dark add.",Maintain,80.20095647870788,620.987207828976,310.4929774203359,532.1224713351688
1540270451,1283940156,1436137578,-706573593,"Him natural western respond why fund. Against admit job beautiful.
Drug soldier me to really. Art th",Individu,281.0238877986146,413.8916382298954,277.19783990791234,597.0315928647162
-749014655,979322433,188320874,-1539277887,Whether hospital campaign official. International special final name old bar. Under who minute inste,Ask tota,260.16780680538204,358.4736176893019,329.9111984295623,453.44294266979176
1497246998,98888932,2021461492,1072820344,Situation music question take. Forward thus also himself clear authority whose.,Practice,277.504602888062,471.4772528156997,454.9233487431987,135.441813478291
365420876,1407848881,936860024,-94726139,Role item city stand general act. People difference Republican parent yourself main. Follow modern o,Edge aro,105.51679513577345,29.362992715248556,189.7304109834414,156.58530699906294
1464343903,-820854142,-1695053731,1736658595,Writer or religious left single store almost. Share future area song strong sell. Drop dinner box de,Degree m,383.85194405346715,397.336872190988,95.78139058526627,427.36892230071777
-446922338,363690093,918692956,1660418322,"Arrive beautiful assume spend system like product. People health understand.
Attention data true for",Run budg,94.0991268049855,156.65408599787446,372.51292139698774,448.23900794886003
-1339462220,911752654,-1878612537,184986168,"Understand theory door. Change or southern.
Main economic red land parent black rather. Defense towa",Start ac,513.2847449876848,524.4035820869022,358.37940636661267,283.82627970125435
-1731292949,-1486754376,197232765,2004774134,Receive need physical section very traditional yet election. Smile small draw partner exactly develo,Central ,267.41971872862916,247.35789318637447,533.666224121795,579.4993510087921
1194538130,816750493,2031486692,-463564634,Wait suffer church. Body notice show staff anything which. Argue all and certain. Training raise sta,Table ro,230.56874215401749,410.46178946581983,154.44626322865204,476.2066200614796
-61439127,912615920,-1352175706,-942434830,Notice policy ready believe too mission first. Central case seven author clearly service Congress ad,Raise ri,197.40911589464017,418.211471790487,215.1963053648644,242.48275581915343
1688468574,-1689875139,-928559862,-1145693068,Sea position left lead coach. Letter myself into treat. Present contain brother subject class this c,Support ,347.1700670493119,233.3135747396337,384.58042746311156,404.00614225773694
826628246,250099649,1738747881,-2591211,"Such doctor in these number in. Try well enjoy reduce live detail country.
Early everybody gas alway",Buy vote,271.3673079075686,365.879684874854,184.13679518928825,203.3368651008198
-1751781255,1490741337,1877451453,-468823333,"View material road thus clear subject.
Month field that behavior home much. Career industry differen",Now too ,331.6565531269216,461.6924835331764,575.4535300128306,426.41162432147655
-940514027,-1168812012,-95789328,2051917215,"Shake personal audience here west dream. Price meet level.
Arrive want operation not imagine add. Pe",Vote bes,408.1800849372615,294.13830752770303,182.39171726339143,612.5271034024545
398630428,102151880,1867181622,606327920,"Among foot go such significant.
Mrs rest station fund magazine six. Leg leader respond production so",Owner re,432.6728248155696,603.4488064091912,210.27213321707646,281.24843581621343
-1309366742,1985300393,283532270,1873697715,Fear with fish reveal size whom. Wrong shake need perhaps around Congress read. Ball job particularl,Skill se,109.17743770929111,185.74472709838238,253.7495966238418,451.6269467999734
-875909786,551903227,1785119708,75421830,Alone then main moment rather general vote suffer. Level area current Congress and spend not candida,Tough av,321.9555680687672,554.8541871013941,397.41256585289636,481.3450387932048
-591654603,129104693,-139120421,-308063466,Green side technology sea director floor. Pm manager increase professor impact. See this meet finish,Particip,32.00698657683691,102.90128382617404,240.8302946150809,395.54994259054075
-337769489,1812847615,2047638339,-723161928,"According white story resource.
Score into though opportunity fear politics business. Community its ",But reli,366.20052110045384,445.85387684527734,394.4947469877774,156.84232906318715
689386828,420170776,714572451,-399833833,Every painting lead road manage billion. It wide respond fine along check and vote. Her middle young,Ago indu,488.99736628931066,235.34087987560073,597.4656606490814,149.88613395512778
-646056507,1325593625,-1807340594,2143259974,"Move huge dog I. How card indicate page issue ten drug. Popular example red.
Whom second whole body ",Home beh,269.02410557395945,419.7856596975975,494.1418256510193,186.1187747367066
1146769037,-1376625887,1464354787,-1822000968,"Raise quite prove attention book. Seat far specific in.
Something and prepare lay tonight. Close dif",New idea,386.621118543016,199.01996060905384,464.47936436704344,273.6389097045243
-1161946878,2066620766,-1434194701,-1746461646,"Coach her soon cold. Almost born military room seem turn.
Why method high run reality person through",Other se,481.3989121252337,598.8764045366646,234.87478025969108,537.028653195361
-1515200130,949451445,1889325581,-728236291,College interview mean within develop site. Music production have future performance remain carry. O,Add prov,18.626675702925525,426.3634168882198,252.909392901363,69.65471050573342
-214837746,-2098586886,-495147876,-194165596,Else large rich subject determine. Meeting claim tell word. Process commercial college available tea,Theory g,334.20176119598364,105.56395963998092,324.4208391405701,389.57388675062606
-1224505901,1079628103,-404733319,-1074356774,Day inside tend Mrs very energy physical. Onto weight section set class. Tough itself theory down ev,Foot tab,60.634748921888026,297.08223909454813,297.7573951560321,633.557312845591
1184305991,-1968969769,-1064431735,1401840955,"Big name hold city. Dog draw resource behavior name.
Industry which rise. Performance add away too t",Pressure,423.53407384218326,337.31293875764726,260.67876154383146,74.31265070953731
-1580327579,70531444,1761738734,-752595124,Remember answer field south arrive speech education. Finally need in full each.,Truth ph,371.87715130406536,442.64902562991074,211.75519144755773,262.49790733482786
1290693819,-322451725,915043025,1776840269,"Long Congress either occur. Boy century reach lawyer.
Find guess say. Imagine energy white goal prod",Exactly ,131.16887392329613,220.14036961315173,326.9786744195924,583.6850984598607
-1812247990,-1111672133,2088395497,-561490150,"Church exactly similar budget either imagine window.
Pay over arm sign there race. Them audience man",Yeah sma,358.95281538820853,639.5761230807957,571.7001664152051,546.8822624442265
620408512,577769829,565155536,-1514316231,Director rise bad full push of at. Series here task current win modern interview look. Hundred with ,Street e,226.6017661553522,48.7134396529335,518.9551344030601,35.58552888287214
1150244848,-640263609,1233133334,446885355,Measure bring military nature buy leg sign. Catch boy commercial. Talk window draw gas personal join,Guess ch,61.96290111790025,342.74856972255714,297.7549389514547,12.68560056750937
1085351429,1350533184,-1457297831,-781354624,"Cost church law nature through large. Analysis pattern total almost remain continue case.
Administra",Six seni,571.9471173134015,410.072415467187,426.18709877602544,561.0609564413467
-283459421,-540242892,-1241602628,811894525,"Whose feel call central. Practice director lawyer probably society. Or cell if dark.
Practice histor",Every fo,352.8717733006841,557.9853193271273,213.9412000545182,618.6867458689889
1582402578,1253743996,-1903495327,-248421453,"Magazine such away send.
Certainly enjoy view can reach safe.
Natural white sell production human. S",Risk say,328.3930419053476,259.69799102588576,585.3107986521926,171.4086547940294
-1758929352,-1526410723,1443198220,1286683246,"Parent would majority girl bad window cultural. Firm American couple money mind customer result.
Fun",Improve ,548.221800956672,283.09248821274815,584.4794283313199,536.7529761584901
-2042088400,-541991543,755201478,-92630426,Film seem number less wide over send. Quickly executive development. Generation condition win short ,Hand exp,93.64140735338793,82.05628578951826,123.84436751811761,176.7416926501669
-1286261361,349617608,1696115774,1516573856,Past daughter scene always condition myself defense. Employee least crime important including practi,Key kid ,270.27681691566767,617.4248206458388,24.91912238466406,621.5360925107485
263021137,-1592027230,690047927,1680794180,"Parent language design movie key we. Tough put medical everyone soldier.
West think final. Remain no",Part hun,595.9100926414982,405.1086935729406,81.32523688141985,546.5463916370907
184198250,1511390077,-1232436628,-1897257517,Training trip fact political put deep race they. Born hospital enter PM. I piece another religious e,Real fig,480.8476494350214,217.8932903804152,103.24631110897946,448.97090185486434
-8404838,1084674741,-470814715,-262766009,Toward leave nearly per huge minute fear. Oil while husband rule significant officer quality. Event ,Suggest ,582.2431315698886,332.3241950122271,560.5343859455816,282.94157641082023
584261468,2135030234,357402704,-1889452289,"Him lose amount identify. Finally American bad skin too employee write.
Do address song real argue p",Even oth,332.8270805259278,584.2105441080371,586.0221599281142,477.31600554372585
-784886283,-1308847662,-1355159545,1512808615,Finish these by surface father little particularly. War PM hospital shake season charge girl. Measur,Eat gas ,273.8249282201725,670.3904059488053,389.1661880362213,511.74867649750706
