uuid_query,date_stamp,perf_level,period_sop_day,period_eop,cont_nr,asset_id,twrr_net_day_cumul,twrr_gross_day_cumul,twrr_contri_net_day_cumul,twrr_contri_gross_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,twrr_contri_res_eff_net_day_cumul,vol_on_return,vol_on_contrib,maxdd,sop_mkt_val_cont_day,eop_mkt_val,gain_day,real_unreal_pl_day,aic_day,aic_day_ptf,weight,ncf_net_day,ncf_gross_day,twrr_net_day,twrr_gross_day,twrr_cap_eff_net_day,twrr_ccy_eff_net_day,twrr_inc_eff_net_day,twrr_taxfee_eff_net_day,twrr_taxrec_eff_net_day,twrr_res_eff_net_day,twrr_contri_net_day,twrr_contri_gross_day,twrr_contri_cap_eff_net_day,twrr_contri_ccy_eff_net_day,twrr_contri_inc_eff_net_day,twrr_contri_taxfee_eff_net_day,twrr_contri_taxrec_eff_net_day,twrr_contri_res_eff_net_day,cf_fees_day,cf_nrtax_day,cf_rtax_day,cf_tax_day,cf_nnm_day,cf_purch_day,cf_sale_day,cf_rdmpt_day,cf_income_day,cf_cost_day,cf_exp_day
-459695902677491441,1971-10-16,1962301997,2004-12-29,2009-05-05,Film arrive sin,"Manager stage animal mother hundred story religious.
Decision attack wife it often religious. Politics stand table close contain.
Meet commercial decide suddenly conference. Tree brother save head.",399.01269465401083,168.64306343854255,418.799771516583,113.36348061412556,155.190039765109,329.9914917636473,61.55535231256552,63.385041429137225,228.78457924281287,170.22842496126412,77.8773727352827,450.530030237107,185.2315633029973,80.56,75.78,65.00,307.57,383.361699,328.55,203.627050,31.40,235.05,83.417918,346.992405,44.469347,130.012664,10.960726,259.245808,420.341753,63.219651,74.960521,63.656466,426.140652,344.246093,190.220648,305.133025,180.769640,22.143658,334.69,407.36,364.00,61.58,225.18,20,153,264,166.49,362,143
-3380998662940204122,1970-12-03,-1857764554,2011-04-13,2022-09-27,Full tend commu,"Court or visit. Lawyer director late because thought girl.
Today though less. Miss east audience rock when one foot. Politics a stock since able while so.",169.17960950164778,80.29857233106803,327.09052284448916,237.44620091540514,265.2778008235088,185.40091375390494,175.53194358400737,222.96886546058937,285.7943082030736,8.444981929860193,52.69311664993697,440.7064619001131,286.45615708654367,159.98,99.98,161.57,117.56,141.883132,51.79,161.990016,134.99,223.70,167.225459,271.086863,146.394247,47.449841,308.311537,243.396241,292.181058,450.037744,453.973526,259.569014,95.373046,103.754725,433.166398,171.456292,298.752515,450.667445,80.46,248.27,317.75,342.99,132.10,360,98,431,335.57,8,234
1882825161321137257,1994-12-17,-1812223607,1986-09-16,1997-12-04,Thought sell wh,"A less theory.
Similar pick direction court way memory. Edge coach onto explain before.
Sport book ten none debate box study. Husband thought sport next learn. This key such.",303.95040290566664,268.83905029218903,424.2276497863761,264.4933269430124,112.60062445716049,199.65376922488653,352.9893970932778,354.47109028784143,99.62064609048764,140.3244028668029,92.25681134366005,231.30080755937638,122.97070691335479,155.63,246.46,310.79,168.30,311.670427,255.38,226.100225,261.88,29.83,302.365702,144.782545,144.560199,442.401921,392.211630,89.512807,201.046965,300.990682,210.799764,132.891885,64.635911,142.036665,129.759361,143.977229,87.840543,238.486121,116.77,155.12,360.25,191.09,236.34,424,69,263,54.04,363,331
-5938286735253247973,1974-06-08,-832715375,1973-05-13,2012-01-12,Number energy r,American dog security mind only share marriage.,64.17532513702173,143.91553553107985,427.89377356478735,249.4871902439544,127.25791451650787,374.3185705698864,423.8367208963984,289.8836409767345,405.269024528109,338.88517950404065,215.72788485576788,85.30289463741173,212.42431086066972,69.82,209.82,264.01,77.63,169.169424,311.11,277.694736,78.69,310.35,344.601852,45.098438,455.056698,127.376416,250.171828,142.439175,171.170896,330.681750,451.923335,371.732501,68.766488,409.377833,418.678821,452.101982,155.440241,422.393053,201.95,179.89,382.31,33.09,330.84,33,435,141,65.43,342,242
3359996078718746653,1980-02-09,1389729236,1984-10-20,1970-12-17,Structure speci,Wall once place happen race unit range. Student bank case indicate responsibility. Discuss over challenge whole.,217.41807816665013,389.7897307026307,260.9048063634221,288.77067724749503,238.92433183640432,444.10774162045226,412.8990184702124,310.74721259024517,111.85953436684926,435.2161031435039,326.8156653061121,110.01538262824128,214.12900597216242,323.10,30.84,351.98,171.27,179.345223,149.27,44.849401,148.77,276.78,447.487862,216.085373,279.448605,63.743792,194.800775,10.527084,121.119103,246.966902,141.091594,191.292582,285.921440,455.201671,273.221896,365.556534,154.623833,110.465615,4.91,324.09,252.76,281.62,363.69,234,41,127,279.73,176,277
-481770269471578647,1993-09-24,135240215,2021-04-21,2010-06-05,Friend generati,Perhaps in special fish. Study five oil administration right bit over. Pull affect realize interest.,359.19427036815773,329.4806999639281,426.21539217965864,17.586778704116156,112.64958795274447,59.99257117034047,1.0359502971730405,52.24013302581663,416.14531886456075,457.39551803665285,247.24037305629827,210.0988431457003,186.70776944201694,404.71,165.67,445.42,296.61,298.911053,352.43,146.975346,412.81,309.49,447.430439,249.191065,52.847115,16.803228,314.948749,236.876155,231.526966,393.306702,381.417674,315.525737,175.900747,153.990908,114.357735,376.297643,179.469621,162.004562,431.59,349.65,57.54,263.57,372.32,379,187,379,387.88,48,44
7022492088661597327,2017-02-17,242521947,1984-06-11,2008-11-17,Onto degree app,"Apply officer today reveal picture couple. Yet modern reveal always within fill can free. Question raise live impact machine law.
Cell draw toward rather rich cut case.",374.2037329150744,445.1107235228794,97.79480075686627,216.68558440702287,104.01447896037361,420.91102108239255,41.39446157351678,328.0928372652672,335.00061984113654,313.7679126101345,448.6668372674333,419.7563544902683,34.68487669271431,288.02,338.41,368.14,403.05,285.085992,36.06,424.548077,210.06,187.94,204.562912,89.430156,434.886780,366.169838,244.838610,4.317715,413.676832,333.830519,16.196266,118.903431,416.876794,54.052104,304.291335,117.421921,55.388386,108.367409,292.08,451.32,397.09,356.03,138.54,153,3,94,249.85,437,130
1966943121437026567,1991-09-02,1682843610,2010-08-21,1978-09-04,Rest particular,Concern laugh enough. Use determine develop kind month manager. Including drive term wind eight yet.,196.0527851607729,137.66718314803222,430.3216205516126,5.813386385941839,171.76935275995075,48.93843928246751,331.5659729901538,105.27629701815552,227.8466058654686,413.7876725011596,317.5267344648546,408.70763789294386,19.22050940560011,294.69,436.72,434.99,322.19,390.897151,401.07,195.775798,227.43,34.38,219.623759,418.784001,348.245014,237.128974,269.063843,253.001525,67.446346,392.176412,366.624554,11.131114,289.347728,329.081239,140.448938,354.608106,82.477749,404.222992,114.66,197.12,404.71,94.22,280.41,50,51,99,405.97,233,192
3754004600705648125,2013-05-26,-2021613879,2003-01-11,2013-09-16,Job key church ,Develop effort door. Final book bag fast. Art edge fish international necessary. Police lay eye.,95.36864763583132,384.85727373451317,68.46893260467967,328.00674769885194,353.0686440519494,16.00306583904361,294.5462794790086,76.94032229266372,295.4770485752703,155.87346079039457,458.96010505207323,375.16268633799086,190.04813334122235,123.15,314.15,442.71,203.09,187.762948,420.92,106.013647,249.08,255.61,268.549107,430.336363,86.095799,101.008221,287.213794,375.035607,370.868200,188.930033,151.614315,186.880692,224.668144,93.406758,318.737552,335.352796,103.793933,351.460379,26.88,87.14,235.26,419.18,143.68,315,43,175,108.31,313,362
6488956132816117144,1972-09-17,9862500,1995-11-04,1974-02-06,Wind page refle,"Strong activity culture price appear. Thousand worker main development knowledge. Month PM eight tonight here newspaper.
Six hit tree story above recently. Land watch include.",152.8407448487742,148.0687041756808,81.83963120737707,182.45043615464047,36.05924521088521,101.65241684923124,50.82005586358043,70.37732742564837,461.93430636498766,384.3093543699366,26.827821501720052,10.763465927036842,201.47639911161278,434.93,68.38,369.77,330.92,424.498204,193.47,383.516202,379.24,359.63,272.661842,80.469693,255.575764,266.722557,388.864093,90.764016,233.089442,175.957014,280.372368,258.552005,323.256767,438.501845,356.251978,379.697538,297.492237,25.086399,290.11,376.67,174.24,150.23,245.98,44,147,186,245.56,373,379
-5012044829859410146,2012-03-07,1893677150,1987-04-29,1971-02-14,Attorney meetin,"Young peace stay service land suffer drop. So protect writer safe skill pull. Test sport past.
Economic board young way soon treatment off. Care guess from.",406.6892639491959,248.9018987252579,119.49642897083986,237.6893610535392,219.05333219709246,69.60553734728244,281.0501599426988,361.6957936572566,384.3630332291744,386.45712942275895,249.3922201404008,4.931144915060612,312.407391872191,320.35,145.63,129.79,153.35,123.187022,7.86,211.068656,77.84,455.75,446.635039,149.104987,377.837334,114.725426,127.394554,425.121164,367.442181,402.057500,106.794906,231.643205,71.994730,77.614587,114.847804,293.849621,191.861974,387.760467,121.83,15.19,442.13,410.31,458.05,70,83,422,46.97,312,217
-1239526977799161351,1984-07-02,-1111896740,1986-05-21,1984-12-11,Crime position ,"Management east current your help up result. Garden charge including role expect.
Poor husband energy example entire. Present this call network draw off. Improve special surface change gas.",141.70850050991683,265.57602288921527,438.44263748660643,65.13972794071847,73.584494981558,289.197290693581,65.96733182038027,124.3914661517898,56.017265363485336,265.7905886257324,151.96293596977938,255.24248486979351,196.0267720862593,34.39,37.69,121.48,77.22,49.938247,152.46,240.807243,168.22,101.41,212.599294,408.117976,313.339111,280.898057,172.363010,278.233038,293.130839,94.604543,408.762459,123.322077,295.125232,100.692423,37.087355,97.858052,201.489246,427.811654,456.85,329.64,67.04,387.26,359.52,413,101,262,268.44,286,154
8803477484560206424,1971-06-05,-346076636,1991-01-15,2004-10-10,Cup leader subj,Pay building guess where growth project. Future north trip forget you water.,329.9428003888233,284.6019493284908,387.63556614723115,218.4409656014982,387.0212111116016,69.12075549131079,327.2007054691758,66.98978829946326,93.44815144949156,198.37930571318188,255.67971449554537,406.5552750582593,121.41961656723103,344.24,128.67,211.48,329.70,86.772028,438.63,238.106861,385.26,45.26,402.757392,337.585085,27.141574,285.326755,357.024006,113.234268,442.116619,120.666122,146.059672,438.402943,427.009966,324.179380,174.141911,351.344647,216.824733,33.994942,193.93,311.94,400.07,308.92,203.72,436,141,176,206.87,137,206
8579341180772983019,2008-08-26,1800213859,1988-07-05,2001-08-17,Long star respo,"Weight fish guy actually upon machine wear forward. Friend per per economy role safe.
Seek fight research return recognize prepare.
Woman kid point may plant. Time on science performance father.",15.861012039336003,280.80927341315845,316.23168888675144,332.6273432343732,54.16588833139858,268.0036474953156,199.73465996653934,256.55340972450216,81.73625551704849,369.8584926775625,67.44116679236912,421.7083949969005,246.67386415982273,351.02,17.38,346.57,173.21,82.640292,231.85,68.260334,413.57,219.50,315.384653,299.873512,207.979350,450.122649,89.847837,344.223704,353.494709,223.243994,350.566779,378.234072,143.518410,110.157724,9.406000,257.885622,215.452808,182.685323,38.24,46.27,251.61,107.20,38.02,255,279,313,130.96,338,95
-2146410363419294806,1983-01-20,-54166010,1999-07-09,2005-09-07,Seem name have ,Poor thought actually market give into. True college green expert. Thing bag get state.,20.495902186760855,138.67467506623353,148.6421226160178,15.7739177964965,131.87517594103767,276.43618773415875,112.49957654902875,124.31391493691513,442.295727967296,150.57998454178488,275.25700173472706,277.0523275845963,188.5698569119582,139.73,242.97,144.85,322.45,183.149696,102.61,434.733953,427.19,439.15,347.682331,266.107276,275.014447,100.039489,250.599273,6.592970,190.016774,398.713182,450.369811,411.952724,235.420006,19.527116,143.536548,25.922396,290.861191,333.114864,331.99,28.12,91.40,166.11,406.65,400,370,145,190.85,416,337
8576309390847625680,1990-03-02,1622623179,1983-12-02,1984-01-08,Talk she behavi,"Most star or forget hold. Firm quickly candidate.
Control food capital reveal eat. Expect kitchen to stuff star inside most.",156.69460515365196,225.3910687866177,411.3346019121088,140.53060964025917,207.3789111426077,464.6192010883512,305.9274837952186,186.5716665961068,93.13810045981788,336.7832109753212,246.2221026966677,194.90206741193455,193.47850545735668,264.20,227.79,74.41,290.29,343.988815,222.92,234.280135,288.73,356.56,148.131299,246.572422,63.083715,168.081138,223.300208,425.820891,444.731692,374.696228,14.350115,190.021802,215.657401,272.099620,35.287279,246.549824,309.001283,59.302008,171.81,46.97,24.52,399.36,128.31,126,34,130,399.65,150,168
-2030828110699322411,2005-01-07,595810085,1999-07-10,1982-02-04,Reason sometime,"One claim perhaps leg western. Cup thing natural all home.
Help minute arrive sound behind. Prepare culture American system. Foot increase brother.",241.8474871393384,85.96213046294308,403.16079047527325,296.7736773431484,278.71932932356,331.8652777617253,80.53230033998659,253.47617893281264,136.5698757957427,27.425781915563643,161.29080964598433,154.54268757846995,35.24099779596798,175.88,193.52,292.18,232.46,280.014713,219.26,117.190579,410.36,43.22,15.646805,36.203467,161.775661,255.439076,154.692309,433.928346,201.804204,62.208030,300.911265,211.139267,402.605192,363.268501,335.409375,398.072835,36.875293,388.728681,341.92,41.79,287.52,328.44,110.26,288,61,50,64.47,373,221
8989116034492407655,1978-02-20,1641005451,2016-07-14,2004-11-17,Stage only boy ,"Agreement society the on current example. Final language past think.
While policy far. Language store letter. Spring study ok understand common part.",78.9141615964048,182.7890282285105,49.90764503819507,228.23842425701372,67.4460637773665,232.480215884313,344.19151221544894,462.2881840478108,28.54284767782901,419.095051324456,248.3298934058257,37.28536390087438,410.52557137397787,455.05,114.42,6.81,192.28,76.646551,418.52,340.716406,326.97,466.49,139.900957,142.875433,307.581264,247.090630,40.565482,91.071783,413.984174,154.766530,125.022480,433.487670,196.402780,469.859262,205.267891,6.833048,363.198026,76.134926,308.62,7.97,87.10,180.99,307.84,199,91,119,114.71,444,261
-2850300977291244801,1998-12-13,-1053085142,1998-10-17,1973-02-18,Customer cause ,"Measure watch year decide can. Production bag draw rule. Away system together voice yard.
Appear religious much go heavy blood. His research bar. Break full event treatment.",44.02084683572842,379.82268010615616,300.5444234749079,55.962949857567885,379.2408060701249,156.0571080132641,63.616539944458815,187.8933131075858,318.6922057791305,36.87532805825288,440.00120632216743,430.1300807667003,448.3773310506104,352.73,290.08,244.20,94.78,111.851069,388.37,112.764427,136.98,155.59,118.953695,369.942112,44.787194,143.774837,253.370700,5.171207,50.688973,182.732909,137.641330,178.111658,407.928860,25.959241,411.087509,435.843581,223.584028,393.661837,370.47,92.29,326.84,69.97,318.99,326,273,90,138.52,369,102
-315458192617595068,2020-10-15,1606117569,2021-08-06,2013-08-11,Report opportun,Fund keep anything rather network ground red. Respond west despite save break.,424.9476626841923,124.83883252817698,390.2408674957058,408.6515790698315,131.31981976122944,184.980025568258,98.93464991683513,235.69918835292398,393.6257589404192,93.8476913017869,288.21530827963477,128.70987492472756,340.03386657651276,178.67,244.85,343.99,281.78,93.135935,44.76,352.120410,447.12,152.06,227.582799,312.695807,343.849485,324.423859,345.250009,338.212152,39.155390,425.841803,336.047431,452.203180,110.472315,280.564861,71.663088,106.573084,269.651357,181.686341,313.12,128.08,348.67,300.88,362.80,88,343,289,47.80,443,182
-1411924916830365477,1979-09-08,407328349,2023-02-11,1993-05-03,Baby Mr town lo,Management the hour these chance. Smile yard at bring scene car property. Hotel have building remain see whose.,7.9301499440108865,176.52699845762126,264.288934132567,248.28255199301896,448.6729066856984,186.7998017163582,341.1712463030901,279.5777929692922,278.024433496559,43.598667088845474,68.31031472242643,299.3652407625102,120.53288501574457,42.79,162.30,44.01,384.28,412.770694,393.59,423.026236,117.75,104.61,367.933067,128.645484,310.757317,467.125773,104.952754,373.265848,249.294928,6.438734,177.198034,211.774671,417.007710,404.461828,24.256799,90.517919,441.202510,189.477522,258.35,258.24,387.86,187.95,257.51,361,140,321,307.73,228,436
-7297016513053485264,1970-03-19,-1374732115,2013-03-05,2009-11-01,Middle would po,"Second sign front million that need. Care capital table nothing light war section up. Toward own event.
Morning appear reach local compare radio camera. Along under occur another.",383.74341436570364,210.16696116410225,458.5917435634741,350.016619267476,338.90656331333366,422.65461966844396,283.71650115433454,358.6535580947003,59.814488441906306,119.12213870008716,80.49697907003116,108.28841344308395,342.8024309046595,38.28,361.83,300.60,403.99,71.047914,108.25,351.966949,397.36,56.91,352.835172,245.732850,171.414704,173.279092,412.292232,341.211546,160.293127,404.747658,334.927468,375.593176,325.287078,235.521398,154.322941,308.458963,326.445904,144.305893,128.18,35.02,341.34,156.92,139.85,41,432,312,158.66,27,107
3143935949104527830,2000-03-11,979438565,1988-03-04,2012-01-14,System list car,"Any note side. Surface season protect civil.
Technology collection national up. Control old week billion matter happy.",405.1693399477112,198.5552674197086,163.1104275809599,112.75610416044769,228.06674528797743,348.3868129613558,119.32415738312416,41.52131243482498,184.94050941221917,427.2474776453753,274.38163081456673,284.39841303163195,15.881217928642567,51.31,228.85,285.78,232.03,320.726462,61.02,21.513776,179.52,432.77,346.765135,438.522412,277.523660,297.783693,366.158809,342.076480,76.434061,214.304390,47.654168,353.576247,64.496165,379.618460,249.227044,315.673369,367.072159,159.902487,13.58,34.08,133.26,473.71,437.43,321,415,36,226.90,360,367
-2588442198543986748,1970-09-12,-413413593,1974-12-02,2022-12-01,Main usually ab,Study paper interesting arm environment its former report. Why along meeting art class tend. Prevent anything subject speak.,123.40642599353319,63.8042224573022,282.4538095537935,42.034455245486456,414.13990474872764,15.186586276296408,108.10151578369255,20.274534128301664,415.42773741671743,212.79921802955218,241.00117819873176,320.9243962609724,339.0880629533186,167.38,441.82,55.43,100.69,269.682287,5.79,156.524800,406.16,107.57,71.798548,412.830130,186.893023,108.488077,110.571176,259.314988,102.641681,26.834350,414.391437,300.728584,151.701404,125.806422,296.188514,159.781987,73.689256,72.821978,41.09,3.69,178.97,204.11,422.39,11,33,470,467.05,332,438
1906263652932750284,2021-09-16,-1904563808,2005-07-08,1991-07-03,Long assume sin,Table always understand another student rise. Sense lead per find third half fire. Capital party guess eight.,56.61041767181746,329.6940175525635,474.25210580907486,438.17907999088123,29.330390394862597,420.71685617837625,434.81258325060037,106.27829962546505,182.46818332122996,216.88991306656638,91.66523919044451,355.5970314197356,128.0254691820418,294.45,280.68,435.93,377.46,370.397551,261.34,30.860115,247.12,115.57,349.251753,96.104616,475.672315,382.719708,319.218146,467.303011,427.998246,233.383045,301.274657,15.538400,156.845976,403.229244,287.713806,114.883135,336.793366,311.504159,404.75,51.45,415.73,193.25,304.99,163,83,88,77.92,246,243
-6072265838854845691,1983-02-21,-1643121099,2009-01-29,1984-08-10,Job morning alw,Thank increase notice sport structure identify. Strategy dog drive accept party mention. Nothing traditional laugh stay similar.,92.07383809126097,250.56692716922277,298.71238024298003,136.92216535672608,34.79882015975078,10.27413407337071,0.7443852984091874,445.73361316526626,430.4910178795716,213.08690074335647,43.59682225529002,111.10194386807575,471.44873700963626,205.80,384.61,68.02,187.33,395.531576,122.44,131.806018,256.55,100.15,38.105390,167.398332,84.013939,177.392545,247.851137,368.757744,239.962224,21.653986,274.875002,86.168044,402.651808,101.517028,184.786909,464.273084,213.455170,199.647258,316.53,212.22,141.78,179.36,336.67,183,190,350,265.99,6,253
-1677171430739401429,1971-04-06,-125757112,1975-11-27,1989-05-17,Local each lett,Help exactly hour situation. Cause nice figure condition over life her. Speak hour trip usually.,42.08419420788993,5.786067142234678,474.7184911601109,248.47848903079813,58.250431219462996,447.088628514277,350.99319779623863,11.300959218956123,142.88515763153887,256.13429101272027,389.93730350575595,442.2672221344542,306.9317077633703,266.91,254.66,245.91,146.88,204.985051,343.24,444.924275,142.81,152.26,236.947361,202.049733,248.827625,306.131222,2.690829,290.135702,225.625811,48.061877,207.208683,447.760453,460.782683,28.888568,470.175126,127.389503,261.928782,375.842508,396.19,235.87,421.37,71.33,394.64,211,177,473,281.90,120,290
96836689568194691,1976-11-12,-1907186970,2015-01-02,2002-06-02,Pay treatment m,"Stand owner another go but someone. Rest stage try chair.
Blood later face get. Professor land these account indicate social science east. Movement instead campaign continue find other.",108.72384224066964,51.07686174624236,89.87678507965087,135.0259398728713,135.49281140395354,3.1118046216602835,388.8807789858294,232.11122107932053,376.197101369473,261.9376513335351,383.22127884396343,147.2626603034932,308.44137845516474,152.06,112.13,473.63,45.55,297.285804,420.36,360.951779,438.61,235.51,311.411071,456.105084,59.592894,9.368132,204.819563,395.329232,283.416576,360.293126,73.294236,55.046176,106.291140,406.727607,478.013874,2.421287,289.206981,62.492929,10.28,477.45,288.53,31.22,390.41,364,97,380,142.55,244,198
5986475874438498520,2001-09-26,-877756059,1992-12-17,1987-01-27,Give attack he ,Must population arm position. Learn focus summer section. Discover minute hot relationship try some protect. Trade answer thing region what.,283.9578227104327,177.87292420013364,4.448399587709235,156.48697585207802,228.00656512108932,8.887132417634914,386.1101975644275,399.21793075799366,360.74804533357536,388.8277530003652,148.18946736278022,337.7475165155912,302.18915665551185,191.34,325.41,370.02,392.68,132.170621,4.40,173.018262,11.14,319.61,340.484476,31.895981,49.268139,130.098119,75.194277,250.122563,167.116369,107.899682,179.260890,474.673979,339.035593,241.083731,94.047967,14.907765,451.276411,264.695439,478.08,234.00,438.54,463.29,460.46,393,121,240,474.24,62,273
-8813548895167023080,1975-01-16,2140385779,1998-03-09,1996-01-20,Yeah listen buy,"Budget bed along answer then public. Size coach win American loss.
Wide performance forget admit quickly family believe. Create yet reduce single program blood. Environmental sometimes theory north.",20.820790468864597,441.0804969795157,380.40569947756586,267.01850891690816,290.5648360440593,17.46911247825814,440.1181614357726,146.29370855878426,128.50654770395082,353.3440798636142,368.00681060828543,205.79999709045885,446.31419347487173,407.70,268.71,251.83,384.95,119.248051,441.59,69.396788,428.04,67.38,226.742226,29.949011,453.426318,184.550097,247.175502,106.801760,99.518563,245.710021,225.819584,258.868670,292.768061,332.607076,149.189829,172.598682,475.667233,305.019702,116.57,183.46,174.75,231.72,19.21,308,217,126,165.23,39,228
-6606801914315857488,1989-09-29,2030217895,1986-08-27,1991-08-19,Ball place skin,"Establish painting personal. Approach of worry treat whole southern. Front week soldier rich education its.
Doctor job behavior even truth who suggest. Author hand official lead main.",376.45050953859953,358.94344984016317,132.65878679986923,58.79367475875597,314.06172405034266,265.2065301649756,13.151445184323125,378.8391078674806,429.6992205782731,59.68570616045254,311.5092108957821,162.44093211562114,472.18891180454085,419.80,56.93,174.15,458.56,444.751222,213.20,437.461447,5.57,437.68,156.094297,76.702829,185.534294,72.443198,303.273047,53.592068,380.938656,301.550845,323.906936,384.551814,60.433492,247.570564,302.499806,146.384088,121.326456,328.358266,169.21,231.62,63.43,345.81,371.59,117,346,239,9.45,357,58
-4969511967320087171,1972-04-13,125339980,2013-04-18,1985-03-27,Final hospital ,Conference reveal teacher director cell red help middle. Firm activity action leave church under stock where. Tell customer knowledge eight important north face.,351.05117485971226,208.2335327008735,270.0013451860113,433.29999068191137,254.83478793436362,341.9032873649308,115.7368283056572,3.7093502172477986,430.2026208442499,10.710701203249412,330.96057027179904,252.81938443629465,187.36624828487695,164.77,22.74,26.41,1.09,80.685298,197.16,2.419484,110.19,311.86,330.524090,22.474753,240.311517,211.850651,62.867148,91.381039,108.646319,312.844160,211.452766,121.603682,129.107917,120.378454,436.108098,34.204328,17.366628,252.732128,116.52,234.31,411.72,125.12,334.85,55,303,41,185.99,93,25
2832015438402691489,2016-05-13,-65332758,1980-10-27,2013-09-05,Without politic,"Benefit yeah interview western people travel Republican media. Hard think call half about.
Choose beautiful rate management. Edge even than community.",168.54066586340215,256.1750094064799,440.48119606943493,463.93607052992286,289.6587015169212,256.14369971395024,283.02110347545073,153.1694064195514,134.09875515627257,362.5442056054082,257.2258784998057,388.6165503055801,369.4314563732322,246.42,451.00,14.25,427.94,45.876630,176.11,321.245464,70.57,351.74,164.232372,460.028278,420.352456,247.946861,375.294068,26.179051,49.005736,195.578228,449.804759,11.080010,43.256118,390.365080,174.987585,249.437731,474.592932,155.672940,462.73,2.08,447.91,454.41,438.02,83,405,332,333.94,453,198
1876653639014076360,1988-11-28,475780009,2007-11-16,1975-09-18,Citizen attenti,"Thought charge democratic strong decade. Itself audience foreign paper message.
Wife oil something five. Exactly size guy technology idea tell. Eat phone end argue around. Entire even kitchen lay.",257.2006919844593,194.40507775070577,418.1471941314038,374.9297719541004,427.06273014585423,42.86985320213865,332.8126425304877,180.76974961593814,231.6728292665359,301.9323915985844,435.3927770335094,340.23716133278026,333.05317679556373,34.26,66.90,163.39,36.18,92.574686,200.91,206.290085,84.86,294.97,152.350436,58.959789,114.623779,132.265368,383.928844,5.210251,186.556272,235.195266,463.999830,136.400488,13.167451,22.984540,441.855940,209.905543,429.168632,182.878579,462.02,300.96,240.28,360.75,233.60,88,312,4,101.53,170,403
-3777069556784679348,1987-10-07,-817552444,2003-09-03,2005-09-29,Reduce field di,"Relationship buy adult relationship lead but.
Discover government hospital area deal evening top. Break foot effect increase push beautiful. Performance deal then red.",321.78825945268386,30.365451439814283,221.5426824243112,420.54741025391456,300.9159473615962,173.68111077601947,126.95574018345799,257.41594461159633,317.56689708874626,480.726896822388,457.8676513310706,430.25860614289564,193.28972892719293,483.31,3.96,120.06,247.32,26.500300,47.13,143.982694,456.48,257.29,314.740817,317.875548,399.162675,146.142636,109.438897,419.154926,110.571644,298.730513,246.973703,438.821798,413.316885,142.325007,314.834744,418.025687,131.971472,310.346324,71.37,106.37,259.18,245.43,114.66,107,353,298,274.51,343,140
-6656499465709387470,2002-10-28,-1207716929,1972-12-27,1975-09-15,Statement coach,"Yes morning north life economy hundred bit part. Act tonight soon as.
Space civil have every paper thank. Big matter south four language film. Special floor church summer suddenly too program would.",320.2211993243508,484.76491779313034,289.84233923482185,170.17074544971152,458.26103507507656,51.68997074814943,94.26179817807846,326.0610494409857,22.774832316505762,402.20265223609323,371.40476951319204,83.62837002808602,375.87188498481515,227.71,341.08,314.32,466.61,34.461421,283.64,200.810611,371.40,235.57,174.042754,92.239141,44.604825,47.408862,344.736362,234.297841,283.500092,408.204989,232.293159,175.206641,409.628424,120.571604,441.592313,433.355010,64.227442,325.175620,327.43,285.68,319.24,35.27,453.88,460,217,415,249.97,49,399
7605991712227858093,2019-08-02,-1196305215,1979-12-13,1974-11-13,Catch part mone,"Trip early star music themselves kid. Education conference word new. Dark movie support nothing technology.
Couple include thing forward picture. Teacher protect factor.",375.0887382537747,471.93374834786886,165.94753400664456,47.0981659705462,308.84829530511985,227.57897796366257,452.3933493912737,432.7292378490238,191.17496197969197,290.55675916587006,317.1265779349852,279.89656681917097,400.6478664681054,394.12,221.74,451.25,66.66,192.457476,331.09,272.902295,463.35,63.64,269.714653,303.373378,52.030540,248.803723,443.604912,446.331561,77.792012,38.862362,99.475635,345.425110,449.646206,315.276596,117.266082,344.924767,6.633542,184.765736,12.54,81.88,158.54,213.24,30.11,9,242,228,231.92,324,214
4968748929922899775,1999-08-04,2006031439,2005-03-15,1994-05-31,Magazine adult ,"Citizen reveal both type meeting certain perhaps. Simple mind because each understand. Usually need where nice.
Front poor position. Medical spend professional trouble music.",347.466043785287,5.006760195506125,31.203261888852445,243.03480105575082,484.8401236485965,10.864886771664748,373.3997982474593,465.6209736558044,125.60815106140265,85.74631893008261,403.7987887925302,315.42518346264916,106.94915173650092,366.24,144.38,388.86,84.88,235.054785,165.36,409.113231,222.75,178.01,320.908756,489.436674,452.326590,225.977402,341.979062,139.187066,222.079665,122.473955,486.464004,139.934378,364.215885,27.698520,361.436853,162.754333,30.259224,402.138983,470.09,126.64,424.93,66.88,35.78,245,398,284,295.51,152,348
